0,6, 13, 63, 70, 91, 178, 218, 347, 368, 445, 487, 544, 576, 627, 644, 651, 668, 694, 743, 802, 863, 1084, 1085, 1107, 1279, 1387
1,3, 88, 91, 95, 117, 136, 166, 188, 358, 449, 576, 608, 747, 760, 828, 977, 1029, 1038, 1085, 1088, 1144, 1178, 1217, 1249, 1271, 1291, 1311, 1329
2,32, 91, 113, 123, 166, 188, 240, 259, 357, 436, 576, 644, 689, 781, 796, 876, 880, 955, 965, 1014, 1107, 1264, 1303, 1366, 1405
3,6, 18, 48, 88, 166, 194, 197, 281, 292, 315, 432, 456, 460, 644, 668, 747, 845, 880, 998, 1111, 1117, 1172, 1196, 1199, 1314, 1321, 1337, 1362, 1377, 1406
4,1, 3, 91, 95, 166, 235, 249, 358, 453, 576, 694, 743, 753, 802, 803, 805, 835, 1073, 1206, 1256
5,1, 91, 181, 240, 368, 445, 607, 849, 880, 960, 1109, 1115, 1158, 1217, 1387
6,6, 8, 50, 83, 224, 347, 368, 415, 433, 445, 447, 564, 572, 605, 805, 829, 857, 945, 946, 1085, 1105, 1115, 1120, 1195, 1204, 1279, 1283
7,18, 32, 49, 72, 252, 364, 544, 548, 560, 685, 695, 743, 804, 944, 961, 982, 995, 1015, 1116, 1178, 1190, 1259, 1269, 1281, 1283, 1310
8,22, 48, 95, 166, 230, 394, 423, 482, 522, 576, 580, 617, 644, 648, 687, 725, 781, 911, 963, 990, 1149, 1172, 1201, 1233, 1246, 1279, 1285, 1360, 1385, 1398
9,2, 13, 68, 91, 95, 109, 118, 166, 213, 239, 441, 617, 651, 711, 753, 802, 805, 890, 960, 1109, 1117, 1139, 1279, 1283, 1366
10,8, 18, 49, 55, 88, 197, 433, 641, 644, 747, 752, 845, 849, 858, 863, 960, 993, 1033, 1038, 1181, 1214, 1224, 1284, 1353, 1356, 1403
11,38, 122, 164, 183, 195, 339, 347, 368, 387, 394, 399, 464, 507, 522, 527, 611, 631, 660, 687, 694, 736, 828, 955, 1015, 1083, 1123, 1216, 1313, 1398
12,3, 68, 91, 166, 183, 224, 237, 259, 289, 462, 610, 745, 747, 823, 901, 910, 920, 1029, 1090, 1117, 1160, 1307, 1310, 1342, 1366, 1403
13,2, 3, 48, 91, 166, 171, 216, 217, 218, 251, 272, 347, 572, 725, 797, 814, 832, 878, 880, 1009, 1071, 1172, 1176, 1279, 1294, 1310, 1321
14,2, 4, 25, 61, 72, 140, 358, 404, 473, 498, 508, 514, 566, 648, 672, 837, 930, 996, 1005, 1071, 1081, 1082, 1085, 1138, 1251
15,2, 13, 57, 60, 96, 98, 109, 113, 127, 168, 368, 500, 548, 674, 747, 836, 880, 970, 1088, 1178, 1249, 1251, 1284, 1291, 1403
16,6, 13, 88, 91, 95, 168, 251, 368, 445, 446, 544, 564, 644, 743, 775, 802, 880, 929, 1029, 1063, 1088, 1105, 1109, 1217, 1227, 1247, 1283, 1353, 1381
17,48, 88, 127, 202, 234, 240, 445, 546, 576, 615, 644, 689, 697, 755, 781, 802, 845, 906, 960, 1058, 1115, 1217, 1228, 1310, 1321
18,88, 91, 188, 240, 330, 382, 395, 398, 444, 544, 686, 781, 797, 861, 870, 936, 943, 993, 1010, 1071, 1085, 1107, 1117, 1172, 1245, 1290, 1310, 1406
19,1, 6, 52, 76, 123, 166, 199, 272, 277, 346, 369, 442, 445, 467, 544, 644, 747, 960, 973, 1109, 1279, 1280, 1321, 1323
20,2, 48, 88, 163, 166, 197, 218, 305, 358, 471, 500, 507, 576, 644, 668, 679, 694, 717, 743, 828, 947, 1120, 1174, 1178, 1232, 1283, 1291, 1377, 1405
21,8, 10, 13, 25, 91, 270, 307, 391, 433, 435, 445, 537, 564, 619, 668, 694, 743, 780, 802, 828, 849, 1027, 1029, 1038, 1084, 1117, 1283, 1382
22,1, 24, 172, 201, 206, 251, 387, 494, 599, 857, 940, 1092
23,6, 91, 181, 282, 421, 445, 449, 544, 556, 564, 576, 641, 644, 668, 672, 694, 729, 743, 787, 880, 1029, 1110, 1117, 1339, 1403
24,13, 48, 91, 107, 197, 221, 237, 368, 398, 576, 644, 668, 725, 743, 760, 784, 787, 794, 802, 818, 845, 891, 942, 1018, 1109, 1264, 1284, 1342, 1387
